Name,City,Country,Region,Term,GPA,Advisor,College,Credits,Costs,SAPA,About
UF in Lebanon,Beirut,Lebanon,Asia,Spring,3.4,Maria Salay,CALS,3,9548,No,Biological Engineering
UF in Lesotho,Maseru,Lesotho,Africa,Summer A,2.6,Cristy Dodson,CALS,3,13643,No,Biology
UF in Liberia,Monrovia,Liberia,Africa,Summer B,3.8,Cristy Dodson,CALS,4,6119,No,Botany
UF in Libya,Tripoli,Libya,Africa,Summer A,3.7,Cristy Dodson,CALS,5,12220,No,Dietetics
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Spring,2.5,Cristy Dodson,CALS,9,8219,No,Entomology and Nemotology
UF in Lithuania,Vilnius,Lithuania,Europe,Summer B,2.6,Cristy Dodson,CALS,12,6906,No,Environmental Management in Agriculture and Natural Resources
UF in Luxembourg,Luxembourg,Luxembourg,Europe,Summer B,2.9,Cristy Dodson,CALS,7,11851,No,Environmental Science
UF in Madagascar,Antananarivo,Madagascar,Africa,Summer A,3.9,Cristy Dodson,CALS,5,5286,No,"Family, Youth and Community Sciences"
UF in Malawi,Lilongwe,Malawi,Africa,Spring,2.8,Cristy Dodson,CALS,1,7922,No,Food and Resource Economics
UF in Malaysia,Kuala Lumpur,Malaysia,Asia,Summer C,2.3,Maria Salay,CALS,6,12907,No,Food Science
UF in Maldives,Male,Maldives,Asia,Spring,3.4,Maria Salay,CALS,10,7491,No,Forest Resources and Conservation
UF in Mali,Bamako,Mali,Africa,Spring,2.2,Cristy Dodson,CALS,7,3074,No,Geomatics
UF in Malta,Valletta,Malta,Europe,Fall,1.4,Cristy Dodson,CALS,3,7394,No,Marine Sciences
UF in Marshall Islands,Majuro,Marshall Islands,Australia/Pacific Islands,Spring,2,Emma Stetter,CALS,11,13863,No,Microbiology and Cell Science
UF in Mauritania,Nouakchott,Mauritania,Africa,Spring,2.8,Cristy Dodson,CALS,10,12960,No,Natural Resource Conservation
UF in Mauritius,Port Louis,Mauritius,Africa,Summer B,1,Cristy Dodson,CALS,6,4576,No,Nutritional Sciences
UF in Mexico,Mexico City,Mexico,North America,Summer A,1.9,Lisa Dias,CALS,14,11864,No,Plant Science
UF in Micronesia,Palikir,Micronesia,Australia/Pacific Islands,Summer A,1.8,Emma Stetter,CALS,9,10677,No,"Soil, Water, and Ecosystem Sciences"
UF in Moldova,Chisinau,Moldova,Europe,Spring,2,Cristy Dodson,CALS,1,6401,No,Wildlife Ecology and Conservation
UF in Monaco,Monaco,Monaco,Europe,Summer A,1.1,Cristy Dodson,CALS,8,12525,No,Pre-Professional Majors
UF in Mongolia,Ulaanbaatar,Mongolia,Asia,Summer B,1,Maria Salay,CALS,2,10246,No,Agricultural Education and Communication
UF in Montenegro,Podgorica,Montenegro,Europe,Summer C,1.9,Cristy Dodson,CALS,5,9157,No,Agricultural Operations Management
UF in Morocco,Rabat,Morocco,Africa,Spring,2.2,Cristy Dodson,CALS,15,8006,No,Animal Science
UF in Mozambique,Maputo,Mozambique,Africa,Spring,3.7,Cristy Dodson,CALS,4,5289,No,Biological Engineering
UF in Namibia,Windhoek,Namibia,Africa,Summer B,2.4,Cristy Dodson,CALS,9,5230,No,Biology
UF in Nauru,N/A,Nauru,Australia/Pacific Islands,Spring,1.4,Emma Stetter,CALS,6,10764,No,Botany
UF in Nepal,Kathmandu,Nepal,Asia,Fall,1.5,Maria Salay,CALS,15,7884,No,Dietetics
UF in Netherlands,Amsterdam,Netherlands,Europe,Summer B,2.6,Cristy Dodson,CALS,9,8186,No,Entomology and Nemotology
UF in New Zealand,Wellington,New Zealand,Australia/Pacific Islands,Summer B,1.5,Emma Stetter,CALS,2,5667,No,Environmental Management in Agriculture and Natural Resources
UF in Nicaragua,Managua,Nicaragua,North America,Summer C,2.4,Lisa Dias,CALS,8,10189,No,Environmental Science
UF in Niger,Niamey,Niger,Africa,Summer A,3.8,Cristy Dodson,CALS,3,11214,No,"Family, Youth and Community Sciences"
UF in Nigeria,Abuja,Nigeria,Africa,Summer B,3.2,Cristy Dodson,CALS,13,10378,No,Food and Resource Economics
UF in Niue,Alofi,Niue,Australia/Pacific Islands,Summer C,1.9,Emma Stetter,CALS,8,7585,No,Food Science
UF in North Macedonia,Skopje,North Macedonia,Europe,Summer A,2.9,Cristy Dodson,CALS,9,4773,No,Forest Resources and Conservation
UF in Norway,Oslo,Norway,Europe,Summer A,2.7,Emma Frierson,CALS,15,3740,No,Geomatics
UF in Oman,Muscat,Oman,Asia,Summer C,1.2,Maria Salay,CALS,14,6391,No,Marine Sciences
UF in Pakistan,Islamabad,Pakistan,Asia,Summer A,1.9,Maria Salay,CALS,11,6323,No,Microbiology and Cell Science
UF in Palau,Melekeok,Palau,Australia/Pacific Islands,Summer A,1.5,Emma Stetter,CALS,1,4652,No,Natural Resource Conservation
UF in Panama,Panama City,Panama,North America,Fall,1.3,Lisa Dias,CALS,7,12232,No,Nutritional Sciences
UF in Papua New Guinea,Port Moresby,Papua New Guinea,Australia/Pacific Islands,Summer B,1.6,Emma Stetter,CALS,7,12221,No,Plant Science
UF in Paraguay,Asuncion,Paraguay,South America,Spring,1.9,Lisa Dias,CALS,13,14114,No,"Soil, Water, and Ecosystem Sciences"
UF in Peru,Lima,Peru,South America,Summer C,3.3,Lisa Dias,CALS,10,12749,No,Wildlife Ecology and Conservation
UF in Philippines,Manila,Philippines,Asia,Summer A,1.6,Maria Salay,CALS,10,8893,No,Pre-Professional Majors
UF in Poland,Warsaw,Poland,Europe,Summer C,3.6,Cristy Dodson,CALS,3,6690,No,Agricultural Education and Communication
UF in Portugal,Lisbon,Portugal,Europe,Spring,1.2,Lisa Dias,CALS,10,6896,No,Agricultural Operations Management
UF in Qatar,Doha,Qatar,Asia,Summer B,2.7,Maria Salay,CALS,14,11003,No,Animal Science
UF in Republic of Korea,Seoul,Republic of Korea,Asia,Spring,3,Maria Salay,CALS,15,6070,No,Biological Engineering
UF in Republic of the Congo,Brazzaville,Republic of the Congo,Africa,Summer B,1.4,Cristy Dodson,CALS,5,14918,No,Biology
UF in Romania,Bucharest,Romania,Europe,Summer C,2.8,Cristy Dodson,CALS,14,6421,No,Botany
UF in Russia,Moscow,Russia,Asia,Spring,3.6,Maria Salay,CALS,8,12334,No,Dietetics
UF in Rwanda,Kigali,Rwanda,Africa,Summer B,3.4,Cristy Dodson,CALS,5,4006,No,Entomology and Nemotology
UF in Saint Kitts and Nevis,Basseterre,Saint Kitts and Nevis,North America,Summer B,3.5,Lisa Dias,CALS,10,3035,No,Environmental Management in Agriculture and Natural Resources
UF in Saint Lucia,Castries,Saint Lucia,North America,Fall,3.3,Lisa Dias,CALS,15,8916,No,Environmental Science
UF in Saint Vincent and the Grenadines,Kingstown,Saint Vincent and the Grenadines,North America,Summer C,3.7,Lisa Dias,CALS,13,9236,No,"Family, Youth and Community Sciences"
UF in Samoa,Apia,Samoa,Australia/Pacific Islands,Summer A,1,Emma Stetter,CALS,6,11645,No,Food and Resource Economics
UF in San Marino,San Marino,San Marino,Europe,Summer A,2.9,Cristy Dodson,CALS,9,5187,No,Food Science
UF in São Tomé and Príncipe,Sao Tome,São Tomé and Príncipe,Africa,Summer C,2,Cristy Dodson,CALS,14,14465,No,Forest Resources and Conservation
UF in Saudi Arabia,Riyadh,Saudi Arabia,Asia,Spring,2.8,Maria Salay,CALS,10,7244,No,Geomatics
UF in Senegal,Dakar,Senegal,Africa,Spring,1.5,Cristy Dodson,CALS,8,9195,No,Marine Sciences
UF in Serbia,Belgrade,Serbia,Europe,Fall,3.5,Cristy Dodson,CALS,10,10077,No,Microbiology and Cell Science
UF in Seychelles,Victoria,Seychelles,Africa,Summer A,3.1,Cristy Dodson,CALS,9,14572,No,Natural Resource Conservation
UF in Sierra Leone,Freetown,Sierra Leone,Africa,Summer C,3.2,Cristy Dodson,CALS,14,9571,No,Nutritional Sciences
UF in Singapore,Singapore,Singapore,Asia,Summer C,1.6,Maria Salay,CALS,5,13631,No,Plant Science
UF in Slovakia,Bratislava,Slovakia,Europe,Summer C,1.8,Cristy Dodson,CALS,7,8239,No,"Soil, Water, and Ecosystem Sciences"
UF in Slovenia,Ljubljana,Slovenia,Europe,Fall,2.5,Cristy Dodson,CALS,5,8745,No,Wildlife Ecology and Conservation
UF in Solomon Islands,Honiara,Solomon Islands,Australia/Pacific Islands,Summer A,2.6,Emma Stetter,CALS,14,3057,No,Pre-Professional Majors
UF in Somalia,Mogadishu,Somalia,Africa,Summer A,2.6,Cristy Dodson,CALS,10,7751,No,Agricultural Education and Communication
UF in South Africa,Cape Town,South Africa,Africa,Summer C,2.9,Cristy Dodson,CALS,8,9747,No,Agricultural Operations Management
UF in South Sudan,Juba,South Sudan,Africa,Fall,1.5,Cristy Dodson,CALS,10,5477,No,Animal Science
UF in Spain,Madrid,Spain,Europe,Fall,2.3,Lisa Dias,CALS,2,3229,No,Biological Engineering
UF in Sri Lanka,Sri Jayawardenapura,Sri Lanka,Asia,Spring,2.7,Maria Salay,CALS,15,12336,No,Biology
UF in Sudan,Khartoum,Sudan,Africa,Spring,1.8,Cristy Dodson,CALS,5,8849,No,Botany
UF in Suriname,Paramaribo,Suriname,South America,Summer C,2,Lisa Dias,CALS,3,5773,No,Dietetics
UF in Sweden,Stockholm,Sweden,Europe,Spring,1.6,Emma Frierson,CALS,14,8024,No,Entomology and Nemotology
UF in Switzerland,Bern,Switzerland,Europe,Fall,2.9,Morgan Williams-Franklin,CALS,2,8248,No,Environmental Management in Agriculture and Natural Resources
UF in Syria,Damascus,Syria,Asia,Spring,3.1,Maria Salay,CALS,4,3371,No,Environmental Science
UF in Tajikistan,Dushanbe,Tajikistan,Asia,Summer C,1.8,Maria Salay,CALS,11,9880,No,"Family, Youth and Community Sciences"
UF in Tanzania,Dodoma,Tanzania,Africa,Spring,2.3,Cristy Dodson,CALS,14,11606,No,Food and Resource Economics
UF in Thailand,Bangkok,Thailand,Asia,Fall,2.7,Maria Salay,CALS,4,14427,No,Food Science
UF in Timor-Leste,Dili,Timor-Leste,Asia,Summer B,2.8,Maria Salay,CALS,11,12118,No,Forest Resources and Conservation
UF in Togo,Lome,Togo,Africa,Summer B,2.2,Cristy Dodson,CALS,6,12638,No,Geomatics
UF in Tonga,Muku'alofa,Tonga,Australia/Pacific Islands,Summer B,3.6,Emma Stetter,CALS,12,12778,No,Marine Sciences
UF in Trinidad and Tobago,Port of Spain,Trinidad and Tobago,North America,Summer C,1.3,Cristy Dodson,CALS,6,12070,No,Microbiology and Cell Science
UF in Tunisia,Tunis,Tunisia,Africa,Summer C,2,Cristy Dodson,CALS,8,9503,No,Natural Resource Conservation
UF in Turkey,Ankara,Turkey,Asia,Fall,1,Maria Salay,CALS,5,10355,No,Nutritional Sciences
UF in Turkmenistan,Ashgabat,Turkmenistan,Asia,Summer C,3.5,Maria Salay,CALS,6,12240,No,Plant Science
UF in Tuvalu,Funafuti,Tuvalu,Australia/Pacific Islands,Spring,1.4,Emma Stetter,CALS,4,11911,No,"Soil, Water, and Ecosystem Sciences"
UF in Uganda,Kampala,Uganda,Africa,Summer C,2.9,Cristy Dodson,CALS,12,4758,No,Wildlife Ecology and Conservation
UF in Ukraine,Kyiv,Ukraine,Europe,Summer A,3,Cristy Dodson,CALS,2,6795,No,Pre-Professional Majors
UF in United Arab Emirates,Abu Dhabi,United Arab Emirates,Asia,Spring,1.7,Maria Salay,CALS,10,8643,No,Agricultural Education and Communication
UF in United Kingdom,London,United Kingdom,Europe,Spring,1.9,Emma Frierson,CALS,3,12922,No,Agricultural Operations Management
UF in Uruguay,Montevideo,Uruguay,South America,Summer A,3.6,Lisa Dias,CALS,11,14760,No,Animal Science
UF in Uzbekistan,Taskkent,Uzbekistan,Asia,Summer B,2.4,Maria Salay,CALS,4,12075,No,Biological Engineering
UF in Vanuatu,Port Vila,Vanuatu,Australia/Pacific Islands,Fall,2.5,Emma Stetter,CALS,10,6894,No,Biology
UF in Venezuela,Caracas,Venezuela,South America,Summer C,2.8,Lisa Dias,CALS,4,13279,No,Botany
UF in Vietnam,Hanoi,Vietnam,Asia,Summer B,2.6,Maria Salay,CALS,2,6605,No,Dietetics
UF in Yemen,Sana'a,Yemen,Asia,Summer A,3.7,Maria Salay,CALS,12,13192,No,Entomology and Nemotology
UF in Zambia,Lusaka,Zambia,Africa,Summer B,1.6,Maria Salay,CALS,10,14654,No,Environmental Management in Agriculture and Natural Resources
UF in Zimbabwe,Harare,Zimbabwe,Africa,Fall,2.7,Cristy Dodson,Arts,15,5863,No,Art Education
UF in Afghanistan,Kabul,Afghanistan,Asia,Spring,2.7,Maria Salay,Arts,13,14155,No,Art History
UF in Albania,Tirana,Albania,Europe,Summer C,2.5,Cristy Dodson,Arts,13,5845,No,Graphic Design/Design & Visual Communications
UF in Algeria,Algiers,Algeria,Africa,Summer B,1.1,Cristy Dodson,Arts,15,9065,No,Museum Studies
UF in Andorra,Andorra la Vella,Andorra,Europe,Summer A,3.7,Cristy Dodson,Arts,1,11104,No,Studio Art
UF in Angola,Luanda,Angola,Africa,Summer C,3.4,Cristy Dodson,Arts,10,6070,No,Visiting Arists & Scholars
UF in Antigua and Barbuda,Saint John's,Antigua and Barbuda,North America,Spring,2.3,Lisa Dias,Arts,11,3687,No,Exhibition Venues
UF in Argentina,Buenos Aires,Argentina,South America,Summer A,2.2,Lisa Dias,Arts,7,4694,No,Brass
UF in Armenia,Yerevan,Armenia,Asia,Summer C,2.7,Maria Salay,Arts,1,10707,No,"Composition, Theory and Technology"
UF in Australia,Canberra,Australia,Australia/Pacific Islands,Spring,1.2,Emma Stetter,Arts,9,10483,No,Conducting
UF in Austria,Vienna,Austria,Europe,Summer B,3.7,Morgan Williams-Franklin,Arts,10,4219,No,Keyboard
UF in Azerbaijan,Baku,Azerbaijan,Asia,Summer C,3.9,Maria Salay,Arts,4,13558,No,Music Education
UF in Bahamas,Nassau,Bahamas,North America,Spring,1.2,Lisa Dias,Arts,4,13868,No,Musicology and Ethnomusicology
UF in Bahrain,Manama,Bahrain,Asia,Fall,3,Maria Salay,Arts,1,4581,No,Percussion
UF in Bangladesh,Dhaka,Bangladesh,Asia,Summer B,2,Maria Salay,Arts,3,13411,No,Jazz Studies
UF in Barbados,Bridgetown,Barbados,North America,Summer B,2.6,Lisa Dias,Arts,3,10176,No,Sacred Music
UF in Belarus,Minsk,Belarus,Europe,Fall,1.3,Cristy Dodson,Arts,12,4278,No,Strings
UF in Belgium,Brussels,Belgium,Europe,Summer A,2.1,Cristy Dodson,Arts,12,12291,No,Woodwinds
UF in Belize,Belmopan,Belize,North America,Fall,2.2,Lisa Dias,Arts,3,9615,No,Voice
UF in Benin,Porto Novo,Benin,Africa,Summer B,1.8,Cristy Dodson,Arts,8,14485,No,Music in Combination with Outside Field
UF in Bolivia,La Paz,Bolivia,South America,Spring,1.2,Lisa Dias,Arts,2,4876,No,Music and MSM Business Management
UF in Bosnia and Herzegovina,Sarajevo,Bosnia and Herzegovina,Europe,Spring,3.9,Cristy Dodson,Arts,4,5905,No,Music Business and Entrepreneurship
UF in Botswana,Gaborone,Botswana,Africa,Summer B,2.8,Cristy Dodson,Arts,7,7997,No,Music for Pre-Health Professional
UF in Brazil,Brasilia,Brazil,South America,Fall,2.4,Lisa Dias,Arts,8,9338,No,Acting
UF in Brunei,Bandar Seri Begawan,Brunei,Asia,Summer A,1,Maria Salay,Arts,1,4320,No,Musical Theatre
UF in Bulgaria,Sofia,Bulgaria,Europe,Summer B,3.6,Cristy Dodson,Arts,11,5551,No,Theatre
UF in Burkina Faso,Ouagadougou,Burkina Faso,Africa,Summer C,2.5,Cristy Dodson,Arts,11,6007,No,Theatre Management
UF in Burma,Nay Pyi Taw,Burma,Asia,Spring,1.1,Maria Salay,Arts,3,5938,No,Stage Management
UF in Burundi,Gitega,Burundi,Africa,Fall,1.4,Cristy Dodson,Arts,3,14391,No,Dance
UF in Cabo Verde,Praia,Cabo Verde,Africa,Summer A,1.4,Cristy Dodson,Arts,15,8856,No,BFA Theatre Production
UF in Cambodia,Phnom Penh,Cambodia,Asia,Spring,2.1,Maria Salay,Arts,7,6032,No,MFA Design and Production
UF in Cameroon,Yaounde,Cameroon,Africa,Summer B,2.1,Cristy Dodson,Arts,10,9838,No,Arts in Medicine Online
UF in Canada,Ottawa,Canada,North America,Summer A,3.5,Emma Stetter,Arts,9,14587,No,Arts in Public Health Online
UF in Cayman Islands,George Town,Cayman Islands,North America,Fall,1.8,Lisa Dias,Arts,3,13401,No,Professional Development
UF in Central African Republic,Bangui,Central African Republic,Africa,Summer A,1.1,Cristy Dodson,Arts,15,6636,No,Dance in Medicine
UF in Chad,N'Djamena,Chad,Africa,Summer C,2.1,Cristy Dodson,Arts,2,10551,No,Music in Medicine
UF in Chile,Santiago,Chile,South America,Summer B,1.4,Lisa Dias,Arts,11,10219,No,Visual Arts in Medicine
UF in China,Beijing,China,Asia,Summer A,3.9,Maria Salay,Arts,5,10163,No,Digital Arts and Sciences
UF in Colombia,Bogota,Colombia,South America,Summer C,2.9,Lisa Dias,Arts,12,11724,No,AI & the Arts
UF in Comoros,Moroni,Comoros,Africa,Summer C,3.5,Cristy Dodson,Arts,4,8826,No,Art Education
UF in Cook Islands,Avarua,Cook Islands,Australia/Pacific Islands,Summer B,2.1,Emma Stetter,Arts,3,4990,No,Art History
UF in Costa Rica,San Jose,Costa Rica,North America,Summer B,2.5,Lisa Dias,Arts,11,7507,No,Graphic Design/Design & Visual Communications
UF in Côte d’Ivoire,Yamoussoukro,Côte d’Ivoire,Africa,Spring,3.1,Cristy Dodson,Arts,12,3945,No,Museum Studies
UF in Croatia,Zagreb,Croatia,Europe,Summer A,3.5,Cristy Dodson,Arts,14,9397,No,Studio Art
UF in Cuba,Havana,Cuba,North America,Summer C,1,Lisa Dias,Arts,15,4649,No,Visiting Arists & Scholars
UF in Cyprus,Nicosia,Cyprus,Asia,Spring,1.6,Maria Salay,Arts,15,12036,No,Exhibition Venues
UF in Czechia,Prague,Czechia,Europe,Summer A,3.9,Cristy Dodson,Arts,15,6632,No,Brass
UF in Democratic Republic of the Congo,Kinshasa,Democratic Republic of the Congo,Africa,Summer B,2.8,Cristy Dodson,Arts,5,14849,No,"Composition, Theory and Technology"
UF in Denmark,Copenhagen,Denmark,Europe,Spring,1.2,Emma Frierson,Arts,14,9971,No,Conducting
UF in Djibouti,Djibouti,Djibouti,Africa,Summer B,2.9,Cristy Dodson,Arts,7,6488,No,Keyboard
UF in Dominica,Roseau,Dominica,North America,Summer A,3,Lisa Dias,Arts,4,14068,No,Music Education
UF in Dominican Republic,Santo Domingo,Dominican Republic,North America,Summer A,1.3,Lisa Dias,Arts,7,9084,No,Musicology and Ethnomusicology
UF in Ecuador,Quito,Ecuador,South America,Spring,1.7,Lisa Dias,Arts,1,12328,No,Percussion
UF in Egypt,Cairo,Egypt,Africa,Summer C,3.2,Cristy Dodson,Arts,12,9961,No,Jazz Studies
UF in El Salvador,San Salvador,El Salvador,North America,Summer B,1.6,Lisa Dias,Arts,13,8556,No,Sacred Music
UF in Equatorial Guinea,Malabo,Equatorial Guinea,Africa,Summer A,3.3,Cristy Dodson,Arts,12,10433,No,Strings
UF in Eritrea,Asmara,Eritrea,Africa,Summer A,3.7,Cristy Dodson,Arts,4,13329,No,Woodwinds
UF in Estonia,Tallinn,Estonia,Europe,Spring,3.5,Cristy Dodson,Arts,15,7653,No,Voice
UF in Eswatini,Mbabane,Eswatini,Africa,Summer B,2.8,Cristy Dodson,Arts,8,8392,No,Music in Combination with Outside Field
UF in Ethiopia,Addis Ababa,Ethiopia,Africa,Fall,1.9,Cristy Dodson,Arts,11,5893,No,Music and MSM Business Management
UF in Fiji,Suva,Fiji,Australia/Pacific Islands,Spring,3.4,Emma Stetter,Arts,13,10351,No,Music Business and Entrepreneurship
UF in Finland,Helsinki,Finland,Europe,Spring,2.3,Cristy Dodson,Arts,13,5008,No,Music for Pre-Health Professional
UF in France,Paris,France,Europe,Summer A,2.6,Cristy Dodson,Arts,10,9187,No,Acting
UF in Gabon,Libreville,Gabon,Africa,Spring,2,Cristy Dodson,Arts,11,12713,No,Musical Theatre
UF in Gambia,Banjul,Gambia,Africa,Fall,2.1,Cristy Dodson,Arts,4,13297,No,Theatre
UF in Georgia,Tbilisi,Georgia,Asia,Summer B,2.1,Maria Salay,Arts,1,3618,No,Theatre Management
UF in Germany,Berlin,Germany,Europe,Summer B,3.8,Morgan Williams-Franklin,Arts,9,6353,No,Stage Management
UF in Ghana,Accra,Ghana,Africa,Summer A,3.3,Cristy Dodson,Arts,4,10428,No,Dance
UF in Greece,Athens,Greece,Europe,Summer A,1.1,Jill Ranaivoson,Arts,9,12307,No,BFA Theatre Production
UF in Grenada,Saint George's,Grenada,North America,Spring,2.2,Lisa Dias,Arts,1,14015,No,MFA Design and Production
UF in Guatemala,Gautemala City,Guatemala,North America,Summer B,2.8,Lisa Dias,Arts,14,7617,No,Arts in Medicine Online
UF in Guinea,Conakry,Guinea,Africa,Summer A,2.8,Cristy Dodson,Arts,2,14534,No,Arts in Public Health Online
UF in Guinea-Bissau,Bissau,Guinea-Bissau,Africa,Summer A,1.8,Cristy Dodson,Arts,10,6198,No,Professional Development
UF in Guyana,Georgetown,Guyana,South America,Summer C,2.6,Lisa Dias,Arts,10,7922,No,Dance in Medicine
UF in Haiti,Port au Prince,Haiti,North America,Summer A,2.6,Lisa Dias,Arts,6,13259,No,Music in Medicine
UF in Honduras,Tegucigalpa,Honduras,North America,Fall,3.7,Lisa Dias,Arts,9,11743,No,Visual Arts in Medicine
UF in Hungary,Budapest,Hungary,Europe,Fall,2.4,Cristy Dodson,Arts,15,13235,No,Digital Arts and Sciences
UF in Iceland,Reykjavik,Iceland,Europe,Summer B,3,Cristy Dodson,Arts,11,14293,No,AI & the Arts
UF in India,New Delhi,India,Asia,Summer B,1.2,Maria Salay,Arts,5,6423,No,Art Education
UF in Indonesia,Jakarta,Indonesia,Asia,Spring,2.2,Maria Salay,Arts,11,6914,No,Art History
UF in Iran,Tehran,Iran,Asia,Summer C,3.7,Maria Salay,Arts,9,7960,No,Graphic Design/Design & Visual Communications
UF in Iraq,Baghdad,Iraq,Asia,Fall,3.5,Maria Salay,Arts,3,5537,No,Museum Studies
UF in Ireland,Dublin,Ireland,Europe,Spring,3.5,Emma Stetter,Arts,14,10770,No,Studio Art
UF in Israel,Jerusalem,Israel,Asia,Summer C,3.1,Maria Salay,Arts,9,11828,No,Visiting Arists & Scholars
UF in Italy,Rome,Italy,Europe,Fall,2.6,Morgan Williams-Franklin,Arts,11,14320,No,Exhibition Venues
UF in Jamaica,Kingston,Jamaica,North America,Fall,1,Lisa Dias,Arts,3,11632,No,Brass
UF in Japan,Tokyo,Japan,Asia,Summer A,3.4,Maria Salay,Arts,10,6182,No,"Composition, Theory and Technology"
UF in Jordan,Amman,Jordan,Asia,Summer C,3.2,Maria Salay,Arts,14,3249,No,Conducting
UF in Kazakhstan,Astana,Kazakhstan,Asia,Summer A,3.9,Maria Salay,Arts,14,10676,No,Keyboard
UF in Kenya,Nairobi,Kenya,Africa,Spring,1.5,Cristy Dodson,Arts,6,4829,No,Music Education
UF in Korea,Pyongyang,Korea,Asia,Summer B,3.1,Cristy Dodson,Arts,12,12100,No,Musicology and Ethnomusicology
UF in Kosovo,Pristina,Kosovo,Europe,Fall,3.2,Cristy Dodson,Arts,4,10072,No,Percussion
UF in Kuwait,Kuwait City,Kuwait,Asia,Summer C,3.7,Maria Salay,Arts,10,6251,No,Jazz Studies
UF in Kyrgyzstan,Bishkek,Kyrgyzstan,Asia,Summer C,1.5,Maria Salay,Arts,8,10093,No,Sacred Music
UF in Laos,Vientaine,Laos,Asia,Summer C,3.1,Maria Salay,Arts,7,7786,No,Strings
UF in Latvia,Riga,Latvia,Europe,Spring,2.5,Cristy Dodson,Arts,12,7752,No,Woodwinds
UF in Lebanon,Beirut,Lebanon,Asia,Summer A,2.6,Maria Salay,Arts,4,10115,No,Voice
UF in Lesotho,Maseru,Lesotho,Africa,Fall,2.8,Cristy Dodson,Arts,5,7651,No,Music in Combination with Outside Field
UF in Liberia,Monrovia,Liberia,Africa,Spring,2.9,Cristy Dodson,Arts,9,11386,No,Music and MSM Business Management
UF in Libya,Tripoli,Libya,Africa,Summer A,2.6,Cristy Dodson,Arts,10,14288,No,Music Business and Entrepreneurship
UF in Liechtenstein,Vaduz,Liechtenstein,Europe,Spring,1.2,Cristy Dodson,Arts,8,14184,No,Music for Pre-Health Professional
